# id:20--40-20 
-0.32,-0.41,-0.72809480340834
-0.17,0.86,0.82746390912852
-0.25,0.04,-0.0045884778044393
-0.74,0.71,-0.59733087271545
0.52,-0.41,-0.97675371068759
-0.1,0.29,0.24221008689407
-0.81,1,-0.33364274724698
-0.42,0.17,-0.01440107657855
0.47,-0.71,-1.3482594819507
0.7,0.78,-0.29650814929323
-0.02,0.7,0.58847338310978
-0.58,-0.06,-0.75901825820984
-0.36,0.78,0.75101808615417
0.24,-0.26,-0.21100294259735
-0.31,0.67,0.2006802287732
-0.07,0.48,0.25776800010617
-0.59,-0.83,-1.0443075357722
0.87,-0.92,-2.6266021873006
-0.07,-0.26,-0.11247446827855
-0.49,0.98,0.50729476540618
-0.69,0.49,-0.7280039543952
-0.41,0.47,0.29110151115657
0.05,-0.62,-0.8031121834435
0.36,0.41,0.070351394616651
-0.13,0.92,0.87673921713645
0.83,-0.6,-1.6299314996684
-0.34,-0.05,-0.31658426589284
0.87,0.62,-0.81722615365527
0.72,-0.15,-0.84541106246367
-0.89,-0.29,-1.8582829193335
0.42,0.22,0.41099254918018
-0.46,0.6,0.34534041596665
-0.95,-0.55,-2.2289259994329
-0.6,-0.63,-1.4501819602896
0.42,0.23,0.16657263618748
-0.44,-0.07,-0.41390605422848
-0.15,0.51,0.51784012085239
-0.31,0.09,-0.27221586461333
0.91,-0.38,-2.084821657409
0.17,-0.43,-0.69013395530302
0.96,-0.89,-2.6756246203281
0.96,0.51,-0.9249196235623
0.47,0.46,-0.26579749970322
0.2,-0.3,-0.15423145707479
-0.74,0.6,-0.56442764991943
-0.38,-0.41,-0.54651862439228
0.33,-0.82,-0.964081798331
0.55,-0.61,-1.3411617148932
0,0.34,0.28884482101282
-0.34,-0.54,-1.079500950571
-0.96,-0.88,-2.4352494687339
0.6,0.83,0.31426845712609
0.92,0.32,-1.1813629551987
0.03,-0.45,-0.42970843058552
-0.02,-0.65,-0.63792713967819
0.79,-0.84,-2.0356015868024
-0.95,0.63,-0.79389706589146
0.97,0.19,-1.6749780518834
-0.64,-0.83,-1.4018961940958
0.94,-0.46,-2.0421067066022
0.34,-0.25,-0.27963929937231
-0.1,-0.94,-0.84137419066623
0.47,0.34,-0.06613400460572
-1,0.18,-1.6106891949936
0.99,0.58,-1.3892995393718
0.05,0.69,0.65041398245285
-0.79,0.65,-0.86842185924742
-0.07,0.81,0.53808928425401
-0.41,-0.32,-0.53329221987439
-0.15,-0.44,-0.32382648704526
-0.64,0.09,-1.1121102495271
0.83,0,-1.5103678376477
-0.07,0.84,0.81088113417422
0.38,0.04,-0.26213529680943
0.29,-0.77,-0.70499628025489
-0.53,0.74,0.30424535045582
0.27,-0.66,-0.91991313068664
-0.63,0.23,-0.35552911924521
0.24,0.47,0.51164403266031
-0.07,0.16,0.58419061336663
-0.04,0.21,0.070964761308175
-0.56,-0.44,-0.53465413789172
-0.19,0.71,0.36015591852815
0.68,0.69,-0.35317725221381
-0.72,0.49,-0.59490259990321
-0.1,-0.75,-1.0805324580043
-0.86,-0.74,-2.6018901575182
-0.38,-0.62,-0.95059317399325
0.98,0.08,-1.8654812640059
0.64,-0.73,-1.3011871149318
0.59,0.6,0.30133076764219
0.67,0.61,0.15151277835442
0.54,0.77,0.016506554200497
-0.32,0.5,0.5704346020675
0.2,0.76,0.79744953473786
0.95,0.77,-0.90376322137959
0.92,0.77,-0.67445517075021
-0.6,0.22,-0.75972490572957
0,-0.92,-0.70799753900543
-0.85,0.09,-1.1811300698742
0.54,0.09,-0.61126806923172
0.18,0.39,0.70659273443387
-0.76,0.28,-0.75912937763951
-0.73,-0.83,-1.764424476035
-0.53,-0.65,-1.1182834898874
0.64,0.78,0.3272515013454
-0.04,0.64,0.45418760365405
-0.67,-0.92,-2.0552403747342
-0.37,-0.05,-0.38870184608271
0.25,-0.05,-0.1635868469646
0.36,0.66,0.63959290734286
-0.9,-0.12,-1.3409867725871
-0.86,-0.3,-1.8860667069427
0.46,0.21,-0.5319236476045
-0.86,0.64,-0.91462562451667
-0.43,0.43,0.40423514503953
0.98,0.02,-1.7729169516705
0.46,-0.43,-1.0264478984416
-0.61,0.23,-0.61322897807507
-0.93,0.1,-1.3982296098246
0.01,-0.53,-0.82951615477386
0.81,-0.15,-1.4731985619254
-0.81,0.46,-0.73387287918433
-0.5,-0.56,-1.1746183417326
-0.84,0.94,-0.58532383772159
0.11,-1,-1.1366152118728
-0.63,0.85,0.056567778158837
-0.01,0.65,0.76547122285774
0.02,0.34,0.53348927030108
-0.91,0.08,-1.4849915038955
0.22,0.9,0.61180379115037
-0.79,0.23,-0.8119222658734
0.88,-0.1,-2.132073592854
-0.49,-0.26,-0.94475089731694
-0.3,-0.57,-0.88184586871581
0.77,-0.93,-2.1814259623508
-0.59,0.03,-0.46162894225342
0.67,0.47,-0.65001637239843
0.94,-0.03,-1.7376390340711
-0.97,-0.12,-2.0766157633522
-0.85,0.14,-1.2805469337135
-0.68,-0.38,-0.98839383480895
0.27,0.42,0.21497350037304
-0.34,-0.51,-0.98319260953064
0.56,0.79,0.17614592412913
-0.29,0.05,-0.33411500737398
